,AAPL,NKE,GOOGL,AMZN
2005-03-30 00:00:00,1.3029810190200806,8.30825424194336,4.515766143798828,1.715999960899353
2005-03-31 00:00:00,1.2685799598693848,8.405111312866211,4.517267227172852,1.7135000228881836
2005-04-01 00:00:00,1.244834303855896,8.373833656311035,4.5055060386657715,1.7005000114440918
2005-04-04 00:00:00,1.2509230375289917,8.283028602600098,4.636887073516846,1.75
2005-04-05 00:00:00,1.2752774953842163,8.382913589477539,4.718968868255615,1.7640000581741333
2005-04-06 00:00:00,1.2886735200881958,8.342555046081543,4.735235214233398,1.7410000562667847
2005-04-07 00:00:00,1.3261183500289917,8.329439163208008,4.848848819732666,1.7450000047683716
2005-04-08 00:00:00,1.3315985202789307,8.304218292236328,4.806056022644043,1.7300000190734863
2005-04-11 00:00:00,1.2761914730072021,8.29715633392334,4.835586071014404,1.7300000190734863
2005-04-12 00:00:00,1.2987191677093506,8.30926513671875,4.853854179382324,1.7315000295639038
2005-04-13 00:00:00,1.2494009733200073,8.045944213867188,4.828077793121338,1.715000033378601
2005-04-14 00:00:00,1.134324312210083,7.870391845703125,4.791040897369385,1.6985000371932983
2005-04-15 00:00:00,1.0761778354644775,7.653478145599365,4.629630088806152,1.6510000228881836
2005-04-18 00:00:00,1.0843971967697144,7.660543441772461,4.678928852081299,1.649999976158142
2005-04-19 00:00:00,1.1291491985321045,7.811877250671387,4.789790153503418,1.6390000581741333
2005-04-20 00:00:00,1.0810484886169434,7.711999416351318,4.957457065582275,1.662500023841858
2005-04-21 00:00:00,1.1318888664245605,7.925883769989014,5.1106109619140625,1.6864999532699585
2005-04-22 00:00:00,1.0807440280914307,7.85122537612915,5.400650978088379,1.6519999504089355
2005-04-25 00:00:00,1.1258001327514648,7.902676582336426,5.593843936920166,1.6764999628067017
2005-04-26 00:00:00,1.1017498970031738,7.8300371170043945,5.474224090576172,1.6354999542236328
2005-04-27 00:00:00,1.0944441556930542,7.876448631286621,5.5,1.5859999656677246
2005-04-28 00:00:00,1.08196222782135,7.761435031890869,5.491742134094238,1.6260000467300415
2005-04-29 00:00:00,1.0977925062179565,7.749326705932617,5.5055060386657715,1.6180000305175781
2005-05-02 00:00:00,1.1090564727783203,7.780598163604736,5.562812805175781,1.6549999713897705
2005-05-03 00:00:00,1.1023588180541992,7.844161510467529,5.660409927368164,1.6605000495910645
2005-05-04 00:00:00,1.1309763193130493,7.834071636199951,5.718217849731445,1.6979999542236328
2005-05-05 00:00:00,1.116667628288269,7.8431549072265625,5.680180072784424,1.6979999542236328
2005-05-06 00:00:00,1.1337158679962158,7.847187042236328,5.70620584487915,1.7259999513626099
2005-05-09 00:00:00,1.1254959106445312,7.9430317878723145,5.656156063079834,1.7319999933242798
2005-05-10 00:00:00,1.1087520122528076,7.829031944274902,5.7007012367248535,1.7115000486373901
2005-05-11 00:00:00,1.0840930938720703,7.853244304656982,5.7880377769470215,1.690999984741211
2005-05-12 00:00:00,1.039036750793457,7.7523512840271,5.723723888397217,1.6924999952316284
2005-05-13 00:00:00,1.0585205554962158,7.7130022048950195,5.73673677444458,1.6950000524520874
2005-05-16 00:00:00,1.0822664499282837,7.769501209259033,5.782032012939453,1.7269999980926514
2005-05-17 00:00:00,1.0764820575714111,7.9470696449279785,5.8340840339660645,1.7365000247955322
2005-05-18 00:00:00,1.091094970703125,8.264872550964355,5.984984874725342,1.7664999961853027
2005-05-19 00:00:00,1.143153190612793,8.393000602722168,5.985485076904297,1.7795000076293945
2005-05-20 00:00:00,1.143153190612793,8.282023429870605,6.046296119689941,1.774999976158142
2005-05-23 00:00:00,1.2104333639144897,8.321372032165527,6.392642974853516,1.784000039100647
2005-05-24 00:00:00,1.2086063623428345,8.34558391571045,6.406405925750732,1.7769999504089355
2005-05-25 00:00:00,1.211042046546936,8.233596801757812,6.5267767906188965,1.7625000476837158
2005-05-26 00:00:00,1.2402678728103638,8.266881942749023,6.486485958099365,1.7725000381469727
2005-05-27 00:00:00,1.2347875833511353,8.316326141357422,6.6566572189331055,1.774999976158142
2005-05-31 00:00:00,1.2104333639144897,8.293119430541992,6.938689231872559,1.7755000591278076
2005-06-01 00:00:00,1.2268731594085693,8.387959480285645,7.207207202911377,1.8250000476837158
2005-06-02 00:00:00,1.218957543373108,8.456564903259277,7.204705238342285,1.8205000162124634
2005-06-03 00:00:00,1.1641590595245361,8.449496269226074,7.013514041900635,1.7795000076293945
2005-06-06 00:00:00,1.1544172763824463,8.508010864257812,7.280780792236328,1.7884999513626099
2005-06-07 00:00:00,1.1124051809310913,8.555431365966797,7.335334777832031,1.7675000429153442
2005-06-08 00:00:00,1.1239734888076782,8.567537307739258,6.995995998382568,1.7415000200271606
2005-06-09 00:00:00,1.1461976766586304,8.653924942016602,7.164915084838867,1.7599999904632568
2005-06-10 00:00:00,1.0901820659637451,8.685248374938965,7.069570064544678,1.747499942779541
2005-06-13 00:00:00,1.0929219722747803,8.804473876953125,7.075826168060303,1.743499994277954
2005-06-14 00:00:00,1.0959656238555908,8.744857788085938,6.9657158851623535,1.7519999742507935
2005-06-15 00:00:00,1.1303672790527344,8.854994773864746,6.8768768310546875,1.7619999647140503
2005-06-16 00:00:00,1.1562445163726807,8.906523704528809,6.942943096160889,1.7790000438690186
2005-06-17 00:00:00,1.1662904024124146,8.929762840270996,7.014514923095703,1.7654999494552612
2005-06-20 00:00:00,1.1449798345565796,8.929762840270996,7.174674987792969,1.784500002861023
2005-06-21 00:00:00,1.1525908708572388,8.977253913879395,7.203203201293945,1.7690000534057617
2005-06-22 00:00:00,1.1735968589782715,9.03180980682373,7.239739894866943,1.7610000371932983
2005-06-23 00:00:00,1.1839478015899658,9.103547096252441,7.25,1.7714999914169312
2005-06-24 00:00:00,1.1495457887649536,9.027772903442383,7.438689231872559,1.7510000467300415
2005-06-27 00:00:00,1.1294536590576172,8.66604995727539,7.610109806060791,1.725000023841858
2005-06-28 00:00:00,1.1358462572097778,8.891365051269531,7.557558059692383,1.6855000257492065
2005-06-29 00:00:00,1.1072304248809814,8.822662353515625,7.325325012207031,1.6675000190734863
2005-06-30 00:00:00,1.1206252574920654,8.74991512298584,7.361111164093018,1.6545000076293945
2005-07-01 00:00:00,1.11118745803833,8.690301895141602,7.288538932800293,1.6454999446868896
2005-07-05 00:00:00,1.1562445163726807,8.761029243469238,7.400149822235107,1.7039999961853027
2005-07-06 00:00:00,1.1382821798324585,8.646855354309082,7.295294761657715,1.7029999494552612
2005-07-07 00:00:00,1.145588755607605,8.618566513061523,7.395895957946777,1.6979999542236328
2005-07-08 00:00:00,1.1644630432128906,8.713540077209473,7.413163185119629,1.7369999885559082
2005-07-11 00:00:00,1.1598970890045166,8.799423217773438,7.341091156005859,1.7795000076293945
2005-07-12 00:00:00,1.1641590595245361,8.793354988098145,7.301802158355713,1.815500020980835
2005-07-13 00:00:00,1.1675083637237549,8.798412322998047,7.478979110717773,1.8255000114440918
2005-07-14 00:00:00,1.2405728101730347,8.849940299987793,7.52977991104126,1.8595000505447388
2005-07-15 00:00:00,1.2649272680282593,8.941889762878418,7.53728723526001,1.8574999570846558
2005-07-18 00:00:00,1.2631009817123413,8.88227367401123,7.495995998382568,1.8595000505447388
2005-07-19 00:00:00,1.3148547410964966,8.879243850708008,7.755255222320557,1.9084999561309814
2005-07-20 00:00:00,1.328249454498291,8.935819625854492,7.807807922363281,1.9084999561309814
2005-07-21 00:00:00,1.3178983926773071,8.76708984375,7.856356143951416,1.8975000381469727
2005-07-22 00:00:00,1.339513897895813,8.75294017791748,7.567567825317383,1.8975000381469727
2005-07-25 00:00:00,1.3337293863296509,8.611494064331055,7.403654098510742,1.8975000381469727
2005-07-26 00:00:00,1.328249454498291,8.527626991271973,7.4096598625183105,1.8869999647140503
2005-07-27 00:00:00,1.3392093181610107,8.487215995788574,7.430681228637695,2.182499885559082
2005-07-28 00:00:00,1.3334254026412964,8.537731170654297,7.344844818115234,2.2839999198913574
2005-07-29 00:00:00,1.2984148263931274,8.467005729675293,7.20120096206665,2.257499933242798
2005-08-01 00:00:00,1.3014596700668335,8.372030258178711,7.297547817230225,2.246500015258789
2005-08-02 00:00:00,1.3148547410964966,8.672112464904785,7.487236976623535,2.325500011444092
2005-08-03 00:00:00,1.315767765045166,8.782242774963379,7.439939975738525,2.305500030517578
2005-08-04 00:00:00,1.3002415895462036,8.6084566116333,7.4507012367248535,2.2730000019073486
2005-08-05 00:00:00,1.3087655305862427,8.59128475189209,7.316065788269043,2.2634999752044678
2005-08-08 00:00:00,1.2984148263931274,8.518531799316406,7.288538932800293,2.2829999923706055
2005-08-09 00:00:00,1.3340342044830322,8.456901550292969,7.296546936035156,2.2964999675750732
2005-08-10 00:00:00,1.3206390142440796,8.355862617492676,7.149148941040039,2.23799991607666
2005-08-11 00:00:00,1.339513897895813,8.281096458435059,7.108357906341553,2.260499954223633
2005-08-12 00:00:00,1.4034453630447388,8.242701530456543,7.250249862670898,2.2100000381469727
2005-08-15 00:00:00,1.4515457153320312,8.302313804626465,7.107107162475586,2.252000093460083
2005-08-16 00:00:00,1.4080119132995605,8.163891792297363,7.148397922515869,2.2135000228881836
2005-08-17 00:00:00,1.4354108572006226,8.079019546508789,7.134634971618652,2.2060000896453857
2005-08-18 00:00:00,1.4095336198806763,8.157831192016602,7.006756782531738,2.186500072479248
2005-08-19 00:00:00,1.3952257633209229,8.117411613464355,7.007007122039795,2.186000108718872
2005-08-22 00:00:00,1.3964427709579468,8.009303092956543,6.857107162475586,2.188499927520752
2005-08-23 00:00:00,1.3924853801727295,7.988084316253662,6.996496200561523,2.1710000038146973
2005-08-24 00:00:00,1.3933987617492676,8.052748680114746,7.0713210105896,2.118499994277954
2005-08-25 00:00:00,1.4022276401519775,8.069931983947754,7.071822166442871,2.115499973297119
2005-08-26 00:00:00,1.3924853801727295,8.05477523803711,7.096597194671631,2.118499994277954
2005-08-29 00:00:00,1.395530104637146,8.026476860046387,7.218468189239502,2.1394999027252197
2005-08-30 00:00:00,1.4177532196044922,7.911300182342529,7.188939094543457,2.124500036239624
2005-08-31 00:00:00,1.4274955987930298,7.972931861877441,7.157156944274902,2.134999990463257
2005-09-01 00:00:00,1.4083163738250732,7.90624475479126,7.163413047790527,2.0920000076293945
2005-09-02 00:00:00,1.4070979356765747,7.781970500946045,7.218468189239502,2.075500011444092
2005-09-06 00:00:00,1.4856425523757935,7.873910903930664,7.184935092926025,2.180999994277954
2005-09-07 00:00:00,1.4819891452789307,7.787021160125732,7.379128932952881,2.186500072479248
2005-09-08 00:00:00,1.515477180480957,7.945400714874268,7.392141819000244,2.1480000019073486
2005-09-09 00:00:00,1.5620557069778442,7.946412563323975,7.484735012054443,2.1475000381469727
2005-09-12 00:00:00,1.5647956132888794,8.09619426727295,7.751251220703125,2.2249999046325684
2005-09-13 00:00:00,1.5471388101577759,8.02332592010498,7.799799919128418,2.196500062942505
2005-09-14 00:00:00,1.5103018283843994,7.943377494812012,7.582582950592041,2.1549999713897705
2005-09-15 00:00:00,1.5182164907455444,7.98892068862915,7.573072910308838,2.135499954223633
2005-09-16 00:00:00,1.5590119361877441,7.940343379974365,7.512513160705566,2.140000104904175
2005-09-19 00:00:00,1.6025457382202148,8.445338249206543,7.602352142333984,2.137500047683716
2005-09-20 00:00:00,1.6192898750305176,8.09619426727295,7.7054548263549805,2.0934998989105225
2005-09-21 00:00:00,1.586410641670227,8.035470008850098,7.805305004119873,2.0625
2005-09-22 00:00:00,1.5800172090530396,8.19233226776123,7.792041778564453,2.1040000915527344
2005-09-23 00:00:00,1.6195940971374512,8.224715232849121,7.891891956329346,2.109499931335449
2005-09-26 00:00:00,1.6390777826309204,8.23281478881836,7.864864826202393,2.1670000553131104
2005-09-27 00:00:00,1.62690007686615,8.258118629455566,7.856356143951416,2.1579999923706055
2005-09-28 00:00:00,1.5550540685653687,8.22775650024414,7.657658100128174,2.1684999465942383
2005-09-29 00:00:00,1.5934126377105713,8.207513809204102,7.748248100280762,2.239500045776367
2005-09-30 00:00:00,1.6320760250091553,8.266213417053223,7.919418811798096,2.265000104904175
2005-10-03 00:00:00,1.6573442220687866,8.328958511352539,7.974975109100342,2.30049991607666
2005-10-04 00:00:00,1.636338233947754,8.364378929138184,7.782783031463623,2.246500015258789
2005-10-05 00:00:00,1.6068074703216553,8.246987342834473,7.77552604675293,2.2244999408721924
2005-10-06 00:00:00,1.573928713798523,8.308716773986816,7.826577186584473,2.200500011444092
2005-10-07 00:00:00,1.561751365661621,8.376522064208984,7.832582950592041,2.186000108718872
2005-10-10 00:00:00,1.5334389209747314,8.357295989990234,7.77402400970459,2.187999963760376
2005-10-11 00:00:00,1.5705797672271729,8.397777557373047,7.660160064697266,2.1700000762939453
2005-10-12 00:00:00,1.4993425607681274,8.290502548217773,7.531782150268555,2.127500057220459
2005-10-13 00:00:00,1.636033535003662,8.173108100891113,7.4434428215026855,2.13100004196167
2005-10-14 00:00:00,1.6439486742019653,8.26823902130127,7.4109110832214355,2.189500093460083
2005-10-17 00:00:00,1.62690007686615,8.315802574157715,7.632633209228516,2.250999927520752
2005-10-18 00:00:00,1.5894547700881958,8.242937088012695,7.589590072631836,2.2325000762939453
2005-10-19 00:00:00,1.6725655794143677,8.34414005279541,7.72522497177124,2.2929999828338623
2005-10-20 00:00:00,1.7090981006622314,8.42004108428955,7.587587833404541,2.250499963760376
2005-10-21 00:00:00,1.694485068321228,8.448380470275879,8.506006240844727,2.297499895095825
2005-10-24 00:00:00,1.7288858890533447,8.511120796203613,8.724974632263184,2.3464999198913574
2005-10-25 00:00:00,1.7078797817230225,8.452425956726074,8.68143081665039,2.308500051498413
2005-10-26 00:00:00,1.7361925840377808,8.483798027038574,8.89489459991455,1.9874999523162842
2005-10-27 00:00:00,1.6868748664855957,8.339077949523926,8.835334777832031,1.9529999494552612
2005-10-28 00:00:00,1.6582567691802979,8.379562377929688,8.963212966918945,1.9474999904632568
2005-10-31 00:00:00,1.7532410621643066,8.506061553955078,9.312812805175781,1.9930000305175781
2005-11-01 00:00:00,1.7505007982254028,8.502015113830566,9.493993759155273,2.0185000896453857
2005-11-02 00:00:00,1.8250867128372192,8.657872200012207,9.50150203704834,2.0374999046325684
2005-11-03 00:00:00,1.8829303979873657,8.814724922180176,9.658408164978027,2.078000068664551
2005-11-04 00:00:00,1.8616199493408203,8.88557243347168,9.77052116394043,2.054500102996826
2005-11-07 00:00:00,1.8336107730865479,8.905813217163086,9.885636329650879,2.069499969482422
2005-11-08 00:00:00,1.8235657215118408,8.786397933959961,9.757257461547852,2.0975000858306885
2005-11-09 00:00:00,1.829958438873291,8.765140533447266,9.488238334655762,2.069999933242798
2005-11-10 00:00:00,1.8625333309173584,8.836995124816895,9.787286758422852,2.1089999675750732
2005-11-11 00:00:00,1.87349271774292,8.796513557434082,9.769769668579102,2.134000062942505
2005-11-14 00:00:00,1.8707528114318848,8.75501823425293,9.934184074401855,2.126499891281128
2005-11-15 00:00:00,1.8960214853286743,8.661911964416504,9.829830169677734,2.2225000858306885
2005-11-16 00:00:00,1.9773050546646118,8.700373649597168,9.963713645935059,2.265000104904175
2005-11-17 00:00:00,1.9642149209976196,8.792465209960938,10.096345901489258,2.3369998931884766
2005-11-18 00:00:00,1.9654322862625122,8.87545108795166,10.015265464782715,2.3989999294281006
2005-11-21 00:00:00,1.9776099920272827,8.747937202453613,10.244243621826172,2.3994998931884766
2005-11-22 00:00:00,2.025101661682129,8.804607391357422,10.422171592712402,2.442500114440918
2005-11-23 00:00:00,2.0430634021759033,8.873428344726562,10.58208179473877,2.4119999408721924
2005-11-25 00:00:00,2.110952615737915,8.927062034606934,10.726225852966309,2.4030001163482666
2005-11-28 00:00:00,2.1206939220428467,8.748947143554688,10.5975980758667,2.4175000190734863
2005-11-29 00:00:00,2.0732028484344482,8.69328498840332,10.098599433898926,2.427500009536743
2005-11-30 00:00:00,2.0646779537200928,8.632564544677734,10.132883071899414,2.4230000972747803
2005-12-01 00:00:00,2.1797542572021484,8.659893035888672,10.3626127243042,2.450000047683716
2005-12-02 00:00:00,2.211111545562744,8.865330696105957,10.452953338623047,2.453000068664551
2005-12-05 00:00:00,2.1864511966705322,8.838008880615234,10.15640640258789,2.441499948501587
2005-12-06 00:00:00,2.254340648651123,8.817765235900879,10.123623847961426,2.4630000591278076
2005-12-07 00:00:00,2.251295804977417,8.774248123168945,10.115615844726562,2.441499948501587
2005-12-08 00:00:00,2.255254030227661,8.708857536315918,10.276527404785156,2.4175000190734863
2005-12-09 00:00:00,2.262864828109741,8.708857536315918,10.240240097045898,2.437000036239624
2005-12-12 00:00:00,2.280522584915161,8.861947059631348,10.325575828552246,2.4535000324249268
2005-12-13 00:00:00,2.2826528549194336,8.913649559020996,10.447697639465332,2.4749999046325684
2005-12-14 00:00:00,2.1922361850738525,9.270523071289062,10.48448371887207,2.4704999923706055
2005-12-15 00:00:00,2.1974117755889893,9.099183082580566,10.574323654174805,2.4739999771118164
2005-12-16 00:00:00,2.164837598800659,8.97245979309082,10.764514923095703,2.4605000019073486
2005-12-19 00:00:00,2.1730570793151855,8.846739768981934,10.625625610351562,2.4184999465942383
2005-12-20 00:00:00,2.195279598236084,8.970426559448242,10.754254341125488,2.4070000648498535
2005-12-21 00:00:00,2.2375965118408203,8.693649291992188,10.66891860961914,2.448499917984009
2005-12-22 00:00:00,2.253427267074585,8.743322372436523,10.811812400817871,2.4609999656677246
2005-12-23 00:00:00,2.2330307960510254,8.820379257202148,10.78403377532959,2.4609999656677246
2005-12-27 00:00:00,2.2598202228546143,8.82950496673584,10.626626968383789,2.427999973297119
2005-12-28 00:00:00,2.2397279739379883,8.881204605102539,10.67792797088623,2.4030001163482666
2005-12-29 00:00:00,2.175187826156616,8.860933303833008,10.514264106750488,2.3994998931884766
2005-12-30 00:00:00,2.1885826587677,8.799083709716797,10.381881713867188,2.3575000762939453
2006-01-03 00:00:00,2.275650978088379,8.713926315307617,10.891641616821289,2.378999948501587
2006-01-04 00:00:00,2.282348394393921,8.67337417602539,11.142142295837402,2.362499952316284
2006-01-05 00:00:00,2.264387607574463,8.726091384887695,11.292291641235352,2.382499933242798
2006-01-06 00:00:00,2.322838544845581,8.69871997833252,11.653153419494629,2.3935000896453857
2006-01-09 00:00:00,2.3152270317077637,8.820379257202148,11.684184074401855,2.3540000915527344
2006-01-10 00:00:00,2.4616611003875732,8.83862590789795,11.755756378173828,2.2825000286102295
2006-01-11 00:00:00,2.5542099475860596,8.85079574584961,11.802553176879883,2.246500015258789
2006-01-12 00:00:00,2.566082000732422,8.750420570373535,11.602352142333984,2.2179999351501465
2006-01-13 00:00:00,2.605659008026123,8.739273071289062,11.66791820526123,2.2200000286102295
2006-01-17 00:00:00,2.578868865966797,8.637890815734863,11.689438819885254,2.200000047683716
2006-01-18 00:00:00,2.5112838745117188,8.581113815307617,11.13388442993164,2.2160000801086426
2006-01-19 00:00:00,2.4062538146972656,8.587196350097656,10.922171592712402,2.2225000858306885
2006-01-20 00:00:00,2.3164455890655518,8.536502838134766,9.996496200561523,2.196000099182129
2006-01-23 00:00:00,2.36454701423645,8.460471153259277,10.698198318481445,2.186500072479248
2006-01-24 00:00:00,2.3149232864379883,8.518255233764648,11.086836814880371,2.2009999752044678
2006-01-25 00:00:00,2.2589073181152344,8.542587280273438,10.835836410522461,2.180000066757202
2006-01-26 00:00:00,2.2019784450531006,8.514201164245605,10.8676176071167,2.2339999675750732
2006-01-27 00:00:00,2.192845106124878,8.430054664611816,10.848097801208496,2.260999917984009
2006-01-30 00:00:00,2.283261775970459,8.293184280395508,10.681180953979492,2.247999906539917
2006-01-31 00:00:00,2.29878830909729,8.20700740814209,10.827326774597168,2.240999937057495
2006-02-01 00:00:00,2.2960479259490967,8.42802619934082,10.05455493927002,2.1989998817443848
2006-02-02 00:00:00,2.1949760913848877,8.450329780578613,9.910910606384277,2.13700008392334
2006-02-03 00:00:00,2.1873652935028076,8.484797477722168,9.548297882080078,1.9164999723434448
2006-02-06 00:00:00,2.0488474369049072,8.531436920166016,9.637137413024902,1.8975000381469727
2006-02-07 00:00:00,2.0579800605773926,8.461481094360352,9.207206726074219,1.8760000467300415
2006-02-08 00:00:00,2.0948166847229004,8.555766105651855,9.236235618591309,1.9084999561309814
2006-02-09 00:00:00,1.9773050546646118,8.505074501037598,8.978227615356445,1.8995000123977661
2006-02-10 00:00:00,2.04915189743042,8.563875198364258,9.074323654174805,1.9259999990463257
2006-02-13 00:00:00,1.969997763633728,8.544615745544434,8.651150703430176,1.8930000066757202
2006-02-14 00:00:00,2.059197425842285,8.516228675842285,8.591591835021973,1.912500023841858
2006-02-15 00:00:00,2.1072983741760254,8.54360294342041,8.56806755065918,1.9630000591278076
2006-02-16 00:00:00,2.1483969688415527,8.593282699584961,9.170671463012695,1.9574999809265137
2006-02-17 00:00:00,2.1398727893829346,8.607475280761719,9.227977752685547,1.9594999551773071
2006-02-21 00:00:00,2.103036642074585,8.625724792480469,9.173924446105957,1.9144999980926514
2006-02-22 00:00:00,2.1712305545806885,8.712911605834961,9.146395683288574,1.9359999895095825
2006-02-23 00:00:00,2.1843209266662598,8.776782035827637,9.461211204528809,1.8949999809265137
2006-02-24 00:00:00,2.1754932403564453,8.840657234191895,9.444443702697754,1.9175000190734863
2006-02-27 00:00:00,2.161184310913086,8.85079574584961,9.769268989562988,1.9005000591278076
2006-02-28 00:00:00,2.0850744247436523,8.798075675964355,9.074575424194336,1.871999979019165
2006-03-01 00:00:00,2.1036455631256104,8.750420570373535,9.129129409790039,1.8559999465942383
2006-03-02 00:00:00,2.119171380996704,8.724067687988281,9.420671463012695,1.843999981880188
2006-03-03 00:00:00,2.0616328716278076,8.749409675598145,9.463964462280273,1.8604999780654907
2006-03-06 00:00:00,1.993439793586731,8.812267303466797,9.211711883544922,1.843000054359436
2006-03-07 00:00:00,2.0187079906463623,8.607475280761719,9.120369911193848,1.846500039100647
2006-03-08 00:00:00,1.99891996383667,8.617606163024902,8.855855941772461,1.840499997138977
2006-03-09 00:00:00,1.9462519884109497,8.668900489807129,8.58358383178711,1.805999994277954
2006-03-10 00:00:00,1.9237250089645386,8.63233757019043,8.445945739746094,1.8109999895095825
2006-03-13 00:00:00,1.999528169631958,8.577492713928223,8.434934616088867,1.809499979019165
