,H1_minvar,H2_minvar,H3_minvar,H4_minvar,H1_maxsnr,H2_maxsnr,H3_maxsnr,H4_maxsnr,H1_random,H2_random,H3_random,H4_random,longonly
0,0.5419203855351957,0.2604125010974781,0.331039037877544,0.20028457875433547,0.6359248011568245,0.49243567700381224,0.38363349168708927,0.6159938507617646,0.634675517631922,0.33054777827297094,0.38826632482322826,0.5498998025552035,True
1,0.6664258679655891,0.4636724029267759,0.5407455913071202,0.7254524221278049,0.7935136390048776,0.8541478630983157,0.6292459356030792,0.9357152467711598,0.6299464966614657,0.41494364814772416,0.427641132730782,0.4637497025894067,False
2,0.6422530841976787,0.27892522155809274,0.3652703688884721,0.45240934044130166,0.7476863228557747,0.5690094554911108,0.43206602707882025,0.8196574479020273,0.7308098161036374,0.3745990735243552,0.4589016891281128,0.5807831926377904,True
3,0.5206151360077388,0.5917079009564787,0.36622977704851195,0.8884121617592788,0.5365830954743375,0.8359059442966416,0.26364317051463176,0.8767450719825125,0.6295501969666154,0.4106736664184032,0.40842630494425197,0.48510440575857294,False
4,0.6179881292303239,0.2288368568378946,0.3713851008399666,0.23779451631030568,0.5542878943785786,0.7076218691020536,0.23153964120029039,0.8639099110415942,0.3864262889652562,0.2840291291218923,0.13908993273101983,0.37982254173706875,True
5,0.6356681141776861,0.27191476179321794,0.3422830485808989,0.47263030846957843,0.6025639103706045,0.8688241376337088,0.4758677147370037,0.922843885282624,0.5877683761290107,0.40191849536115276,0.3783326792376044,0.43791579703152067,False
6,0.5828418463599445,0.7998674094548932,0.25124872995345815,0.7931868375716662,0.5454520523432803,0.7146207926040219,0.3704717362278242,0.7498680372275492,0.502493779417926,0.521037766699052,0.277542131791464,0.6744443718358635,True
7,0.5807878862014392,0.7367570557849632,0.39843522431524775,0.8233432514375618,0.7104617484543472,0.871870181448117,0.5757972484029664,0.9215538240453418,0.6176874942522937,0.449468965701029,0.4076524787523058,0.45195302900244017,False
8,0.5986736991649153,0.45899418525898206,0.4122561936453135,0.6151978136727068,0.5578624863888016,0.5828482441324562,0.2779855788725361,0.7713546646105256,0.5583231210030711,0.5238308102442274,0.4128327101292405,0.6212203652628641,True
9,0.490878259138224,0.4164858829066445,0.3377900506320686,0.18777649560930065,0.7857739087738547,0.8133919197405365,0.33193478466153536,0.9466124051444986,0.6097906002772208,0.41861738607872684,0.4179716900791146,0.45156859839181823,False
10,0.5674714022440457,0.4710327853279172,0.5103884921916904,0.5861572876849221,0.7013694107811924,0.5612110930509298,0.5213251772609769,0.678358329219543,0.5339736525210499,0.4584662560662942,0.4427907322219058,0.4179683376082606,True
11,0.5992611010081133,0.6512648912610085,0.3962932753347625,0.8178346556782348,0.6241717315576413,0.8415124397718109,0.40892447330803205,0.9527252797745995,0.5668552920576095,0.402460870538174,0.3752122376767867,0.41794570044856494,False
12,0.6477494135237996,0.3434334650267305,0.41694704395676135,0.4173550052373862,0.547569649219903,0.7173200359904066,0.29157744729043356,0.47141589463307065,0.6333975000382136,0.22709117047757568,0.3427581619712856,0.30778798310150124,True
13,0.693967175587636,0.41450524968856445,0.4017083259409536,0.2714408502044392,0.702444702765931,0.7949998798958767,0.4345148439914058,0.9449457991260308,0.6045529432797913,0.3758298733768821,0.379919373365698,0.42419475674113444,False
14,0.6802565396419676,0.631338271978422,0.4709886163599192,0.39467686190073437,0.684254783800908,0.7857456796841783,0.569203463745773,0.57102801845281,0.5487966891163485,0.5327300814171068,0.42395360272817234,0.3980551672731264,True
15,0.6181320976819605,0.577584384066975,0.4646471598228396,0.483929691660661,0.6840488852119117,0.8651378051974671,0.46965639146123905,0.9038712781388978,0.5964721355860516,0.4311839050206873,0.3949171464748338,0.4498444702089967,False
16,0.49566109670465774,0.25834000875767776,0.3134535166854514,0.2763289907558346,0.47611240327117127,0.4794536541983193,0.2124488845576422,0.4334819203963418,0.5844428185726994,0.23119975462605502,0.27812471126905275,0.2866004797039401,True
17,0.6040574999643289,0.583207227316702,0.3733138647365958,0.8133527900407405,0.6539234381636861,0.6964611392646441,0.4303899194145057,0.8571021306351134,0.5771369868086754,0.3319487396395251,0.3417221140936912,0.39474019736441224,False
18,0.45312623140118397,0.48476971498404614,0.33677447966402,0.5448217369998325,0.6363227652119436,0.5977832045564754,0.4480422510026765,0.6114060165253701,0.6560041033532606,0.38268890109564024,0.37996986575456765,0.5791443511553929,True
19,0.633722978143825,0.5364684054135386,0.42024948031214454,0.7307560927043693,0.7555509373759235,0.8211485220946707,0.5720453925224595,0.902869485176369,0.6182292542940788,0.4099050728012835,0.3945850441130618,0.47010301297302165,False
20,0.5741885684108756,0.5246002342442068,0.4602366159532825,0.4603703958205576,0.5664163667613177,0.5680913251877052,0.4117578613738738,0.5279154706307976,0.6251368169051374,0.48976955171792863,0.47369769209456847,0.5736686302472599,True
21,0.623273730956729,0.62228344392578,0.32892732713224726,0.6418281203024088,0.37464258436882514,0.8447222118662085,0.08887367378538852,0.9145040230853971,0.6112045173392684,0.44415437646137546,0.4434983819622473,0.4905033111907015,False
22,0.650323692352214,0.5048550469057164,0.46643942472043504,0.5310652853641376,0.5908109369759837,0.512446711587725,0.37307767788750557,0.5619126240698211,0.5550318858187326,0.3280722028376977,0.38054128681393035,0.4603534154185242,True
23,0.7099502431730647,0.6593154979242822,0.4569508027378673,0.7905941317198923,0.6344715175559955,0.8335591539909779,0.3307948247361422,0.9358683271215678,0.5756481562829133,0.36855547136521094,0.38169730493954385,0.4497199417027686,False
